audio_id,transcripcion,clase
29,"estamos aplicando enmiendas calizas porque el suelo salió ácido en el análisis reciente",evento_cultivo
30,"Bueno hoy fue día tranquilo solo revisión general del cultivo sin mayores novedades",evento_cultivo
31,"En estos momentos estamos en plena cosecha de café recogiendo lo más maduro para asegurar buena calidad en el producto final",evento_cultivo
32,"Mi nombre es Hernando López, soy productor de cacao en Panamá, manejo unas 6 hectáreas en sistema agroforestal con sombra de frutales y árboles forestales.",registro_inicial
33,"estamos viendo que el suelo está muy compacto entonces vamos a hacer labores de aireación para mejorar",evento_cultivo
34,"Hoy se hizo aplicación foliar con biofertilizante preparado en la finca con insumos orgánicos",evento_cultivo
35,"Bueno, me llamo Daniela Torres, cultivo café en una parcela pequeña de 2 hectáreas con variedad bourbon y manejo tradicional.",registro_inicial
36,"Se observó ataque de antracnosis en varios sectores del lote y hay que actuar pronto",evento_cultivo
37,"entonces estamos organizando la jornada para hacer poda sanitaria y limpieza",evento_cultivo
38,"Hola, soy Miguel Ángel Ríos, productor cacaotero, tengo aproximadamente 4 hectáreas en producción bajo manejo convencional.",registro_inicial
39,"Hoy se avanzó en el secado del café moviendo el grano varias veces durante el día para que no coja humedad",evento_cultivo
40,"Mi nombre es José Castaya. Justamente estamos ubicados en la comunidad San Pablo de provincia Caranabí del departamento de La Paz. Somos una familia que se dedica en la producción del cultivo de café. Tenemos un lote de 10 hectáreas. Dentro de esas 10 hectáreas tenemos 5 hectáreas de cultivo de café. Y comentarles manejamos dos tipos de lotes de diferentes años. La densidad de siembra en esta finca lo que se maneja es 4500 plantas por hectárea. Tenemos dos diferentes edades, hay un lote de cuatro años en plena producción y el otro que estamos implementando de tres hectáreas de un año y dos meses. Tenemos, manejamos dos tipos de sistema que son sistema tradicional con quema, con tala de árboles y el otro que es sistema agroforestal.",registro_inicial
41,"Bueno eh hoy arrancamos temprano porque tocaba hacer control de maleza en el lote uno entonces estuvimos con machete limpiando porque ya estaba muy enmontado y eso no deja crecer bien el café.",evento_cultivo
42,"Mi nombre es Jorge Luis Pineda, soy productor de café en la vereda San José, municipio de Pitalito, departamento del Huila, Colombia. Actualmente manejo una finca de aproximadamente 6 hectáreas sembradas con variedades castillo y caturra bajo un sistema agroforestal con sombra de guamos y árboles nativos, enfocado en producción sostenible.",registro_inicial
43,"Entonces lo que hicimos fue aplicar abono orgánico alrededor de la planta como a unos treinta centímetros para que no queme la raíz.",evento_cultivo
44,"Ayer eh estuvimos revisando el cultivo y encontramos bastante presencia de broca entonces toca hacer control urgente.",evento_cultivo
45,"Buenas mi nombre es Diego Fernando Ríos soy productor de cacao en el departamento de Santander manejo unas 4 hectáreas con variedad trinitario bajo sombra de plátano y árboles forestales.",registro_inicial
46,"La verdad el clima no está ayudando mucho porque llueve fuerte y luego hace calor entonces eso afecta bastante la producción.",evento_cultivo
47,"Hoy tocó hacer poda sanitaria quitando ramas secas y partes enfermas del cultivo.",evento_cultivo
48,"Bueno me llamo Carolina Méndez soy productora de café en Honduras tengo unas 5 hectáreas en producción con variedad bourbon bajo sombra natural.",registro_inicial
49,"Estamos en plena cosecha entonces se está recogiendo solo grano maduro para no afectar la calidad.",evento_cultivo
50,"Hoy casi no se avanzó mucho porque el terreno estaba muy mojado por la lluvia.",evento_cultivo
51,"En estos días estamos haciendo fermentación del café ya lleva como dieciocho horas en tanque antes del lavado.",evento_cultivo
52,"Mi nombre es Andrés Felipe Muñoz soy productor de cacao en la región de Ucayali Perú tengo aproximadamente 7 hectáreas sembradas con variedades criollo y trinitario bajo sistema agroforestal.",registro_inicial
53,"Entonces organizando el trabajo del día hicimos deshierbe y limpieza general del lote.",evento_cultivo
54,"Se observó presencia de hongos en algunas plantas por exceso de humedad en el lote.",evento_cultivo
55,"Hola soy Marta Lucía Torres cultivo café en Colombia en una finca de 3 hectáreas con variedad geisha y manejo técnico.",registro_inicial
56,"Hoy se hizo aplicación de biofertilizante preparado en la finca con insumos orgánicos.",evento_cultivo
57,"Bueno estamos viendo que el suelo está muy ácido entonces toca aplicar cal para mejorar.",evento_cultivo
58,"Mi nombre es José Ramírez soy productor de cacao manejo unas 8 hectáreas bajo sombra de árboles forestales y plátano en sistema mixto.",registro_inicial
59,"Entonces eh estamos haciendo cosecha selectiva solo cogiendo los frutos que ya están maduros.",evento_cultivo
60,"Hoy se avanzó en el secado del café moviendo el grano varias veces para que no coja humedad.",evento_cultivo
61,"Bueno en la finca estamos aplicando fertilización con compost para recuperar el cultivo después de cosecha.",evento_cultivo
62,"Me llamo Juan Carlos Pérez soy productor de café en Honduras tengo unas 6 hectáreas en producción con variedades tradicionales.",registro_inicial
63,"Ayer revisamos el lote y encontramos moniliasis en varias plantas entonces toca hacer control.",evento_cultivo
64,"Estamos preparando el terreno para nueva siembra limpiando y marcando surcos.",evento_cultivo
65,"Mi nombre es Ricardo Gómez soy productor de cacao en Panamá tengo unas 5 hectáreas bajo manejo agroforestal con sombra de frutales.",registro_inicial
66,"Hoy se hizo el despulpado del café y quedó en fermentación para seguir el proceso mañana.",evento_cultivo
67,"Entonces estamos aplicando abono compuesto con nitrógeno fósforo y potasio alrededor de la planta.",evento_cultivo
68,"Hola soy Diana Marcela López cultivo café en Colombia tengo unas 4 hectáreas con variedad castillo y manejo técnico.",registro_inicial
69,"La broca sigue afectando bastante entonces estamos haciendo recolección de granos del suelo.",evento_cultivo
70,"Hoy se hizo limpieza del lote quitando maleza con machete y guadaña.",evento_cultivo
71,"Mi nombre es Fernando Castillo soy productor de cacao manejo unas 9 hectáreas en sistema agroforestal con variedades comerciales.",registro_inicial
72,"Entonces eh estamos viendo que las plantas están un poco débiles entonces toca reforzar con fertilización.",evento_cultivo
73,"Hoy se hizo lavado del café con agua limpia después de la fermentación.",evento_cultivo
74,"Buenas soy Laura Fernández productora de café tengo unas 3 hectáreas en producción con variedad caturra.",registro_inicial
75,"Se está haciendo control de sombra porque el lote estaba muy cerrado y salieron enfermedades.",evento_cultivo
76,"Hoy el trabajo fue básicamente revisión general del cultivo y planificación de actividades.",evento_cultivo
77,"Mi nombre es Carlos Andrés Ríos soy productor de cacao en Colombia manejo unas 6 hectáreas con sistema agroforestal bajo sombra de árboles nativos.",registro_inicial
78,"Entonces estamos organizando la jornada para hacer poda de renovación en cafetales viejos.",evento_cultivo
79,"Hoy se aplicó tratamiento orgánico para controlar plagas sin usar químicos.",evento_cultivo
80,"Mi nombre es Jorge Iván Morales soy productor de café en Perú trabajo en una finca de aproximadamente 8 hectáreas con variedades arábica bajo sistema agroforestal con sombra de guava y árboles forestales buscando mejorar la calidad del cultivo y mantener sostenibilidad en la producción.",registro_inicial
81,"Bueno eh hoy estuvimos desde temprano haciendo deshierbe porque la maleza ya estaba muy alta y eso no deja que el café crezca bien entonces tocó meter machete casi todo el día.",evento_cultivo
82,"Mi nombre es Albeiro de Jesús Morales, soy productor de cacao del Caserío 3 de Octubre, del Centro Poblado La Divisoria, distrito de Boquerón, provincia de Padre Abad, región de Ucayali, Perú. Actualmente manejo una finca de 9 hectáreas de las cuales 3 están en producción. El sistema que trabajamos es agroforestal con leguminosas forestales, guava y árboles maderables, sembrado con distancias de un metro por dos metros y medio con variedades trinitario e ICS 95, buscando mejorar la productividad con asistencia técnica.",registro_inicial
83,"Entonces lo que hicimos fue aplicar abono orgánico eh alrededor de la planta como a unos treinta centímetros para no quemar la raíz y que absorba mejor.",evento_cultivo
84,"Ayer estuvimos revisando el lote y encontramos bastante broca entonces estamos recogiendo grano del suelo para cortar el ciclo.",evento_cultivo
85,"Buenas mi nombre es Jorge Mario Muñoz soy productor de café en el departamento del Cauca Colombia tengo unas 8 hectáreas sembradas con variedad castillo y caturra bajo sombra de guamos y árboles nativos trabajando en producción limpia.",registro_inicial
86,"La verdad el clima está complicado porque llueve muy duro y luego hace calor fuerte entonces eso estresa bastante la planta.",evento_cultivo
87,"Hoy tocó hacer poda sanitaria quitando ramas secas enfermas y partes que ya no sirven del cultivo.",evento_cultivo
88,"Bueno me llamo Ana Lucía Gómez soy productora de café en Honduras manejo unas 5 hectáreas con variedades tradicionales bajo sombra de árboles forestales y plátano.",registro_inicial
89,"Estamos en plena cosecha entonces se está recogiendo solo el grano maduro eh para mantener calidad.",evento_cultivo
90,"Hoy casi no se trabajó mucho porque la lluvia no dejó entrar al lote.",evento_cultivo
91,"En estos días estamos en proceso de fermentación del café ya lleva unas dieciocho horas y mañana seguimos con el lavado.",evento_cultivo
92,"Mi nombre es Carlos Andrés Ríos soy productor de cacao en Colombia tengo unas 6 hectáreas bajo sistema agroforestal con variedades criollo y trinitario con sombra de frutales y forestales.",registro_inicial
93,"Entonces organizando el día hicimos limpieza general del cultivo quitando maleza y revisando plantas.",evento_cultivo
94,"Se encontró presencia de moniliasis en varias plantas entonces toca hacer manejo rápido para que no se propague.",evento_cultivo
95,"Hola soy Marta Lucía Torres cultivo café en una finca de 4 hectáreas con variedad geisha y manejo técnico enfocado en calidad.",registro_inicial
96,"Hoy se hizo aplicación foliar con biofertilizante preparado en la misma finca con insumos orgánicos.",evento_cultivo
97,"Bueno estamos viendo que el suelo está ácido entonces toca aplicar cal para mejorar las condiciones.",evento_cultivo
98,"Mi nombre es Pedro Castillo soy productor de cacao manejo unas 7 hectáreas bajo sombra de plátano y árboles forestales con sistema mixto.",registro_inicial
99,"Entonces estamos haciendo cosecha selectiva recogiendo solo frutos maduros para no afectar la calidad final.",evento_cultivo
100,"Hoy se avanzó en el secado del café moviendo el grano varias veces durante el día para que no coja humedad.",evento_cultivo
101,"Bueno en la finca estamos aplicando compost para recuperar las plantas después de la cosecha anterior porque estaban débiles.",evento_cultivo
102,"Me llamo Juan Camilo Usme soy productor cacaotero en Honduras manejo unas 5 hectáreas en producción con variedades comerciales bajo sombra.",registro_inicial
103,"Ayer revisamos el lote y vimos enfermedad en varias plantas entonces estamos planificando control.",evento_cultivo
104,"Estamos preparando terreno para siembra nueva limpiando y organizando surcos para sembrar.",evento_cultivo
105,"Mi nombre es Ricardo Gómez soy productor de cacao en Panamá tengo unas 6 hectáreas bajo sistema agroforestal con sombra de árboles nativos y frutales.",registro_inicial
106,"Hoy se hizo el despulpado del café y quedó en fermentación para continuar el proceso mañana.",evento_cultivo
107,"Entonces estamos aplicando abono compuesto con nitrógeno fósforo y potasio alrededor de la planta para reforzar.",evento_cultivo
108,"Hola soy Diana Marcela López cultivo café en Colombia tengo unas 3 hectáreas con variedad castillo y manejo tradicional mejorado.",registro_inicial
109,"La broca sigue afectando bastante entonces estamos haciendo recolección de granos caídos en el suelo.",evento_cultivo
110,"Hoy se hizo limpieza del lote quitando maleza con machete y guadaña para mantener control.",evento_cultivo
111,"Mi nombre es Fernando Castillo soy productor de cacao manejo unas 8 hectáreas en sistema agroforestal con variedades comerciales y sombra de árboles.",registro_inicial
112,"Entonces estamos viendo que las plantas están débiles entonces toca reforzar con fertilización orgánica.",evento_cultivo
113,"Hoy se hizo lavado del café con agua limpia después del proceso de fermentación.",evento_cultivo
114,"Buenas soy Laura Fernández productora de café tengo unas 4 hectáreas en producción con variedad caturra bajo sombra.",registro_inicial
115,"Se está haciendo regulación de sombra porque el lote estaba muy cerrado y generó enfermedades.",evento_cultivo
116,"Hoy el trabajo fue revisión general del cultivo y planificación de actividades siguientes.",evento_cultivo
117,"Mi nombre es Andrés Felipe Muñoz soy productor de cacao en Perú trabajo en una finca de 9 hectáreas con variedades criollo y trinitario bajo sistema agroforestal con sombra de guava y árboles forestales buscando mejorar la productividad y calidad del cultivo.",registro_inicial
118,"Entonces estamos organizando la jornada para hacer poda de renovación en cafetales viejos que ya no producen bien.",evento_cultivo
119,"Hoy se aplicó tratamiento orgánico para controlar plagas sin usar químicos en el cultivo.",evento_cultivo
120,"Mi nombre es Hernando López soy productor de café en Panamá manejo aproximadamente 7 hectáreas con variedades arábica bajo sistema agroforestal con sombra de frutales y árboles forestales buscando mantener producción sostenible y mejorar la calidad del grano.",registro_inicial
121,"Bueno eh les comento que en estos días hemos estado trabajando fuerte en la finca porque el lote se estaba cerrando mucho entonces tocó hacer regulación de sombra con los guavos porque si no después vienen los hongos y eso afecta bastante el cultivo del café y baja la producción.",evento_cultivo
122,"Mi nombre es Javier de Jesús Jaramillo, soy productor de cacao del Caserío Pampa Hermosa, del Centro Poblado San Martín, distrito de Moyobamba, provincia de Moyobamba, región de San Martín, Perú. Actualmente manejo una finca de 8 hectáreas sembradas con variedades ICS 95 y criollo, bajo un sistema agroforestal con sombra de cítricos, guavos y árboles forestales, trabajando con asistencia técnica para mejorar la productividad y sostenibilidad del cultivo.",registro_inicial
123,"Entonces eh lo que hicimos fue empezar con la cosecha selectiva porque ya hay bastante fruto maduro pero también hay mucho verde entonces toca escoger bien para no dañar la calidad.",evento_cultivo
124,"Ayer estuvimos revisando el cultivo y vimos que la broca está bastante fuerte entonces estamos haciendo recolección de granos del suelo para cortar el ciclo del insecto.",evento_cultivo
125,"Mi nombre es William de Jesús Serna, soy productor de café en la Comunidad Alcoche, cantón de Caranavi, provincia de Caranavi, departamento de La Paz, Bolivia. Tengo una finca de 6 hectáreas con variedades typica y caturra bajo sombra de frutales y leguminosas forestales, enfocado en producción sostenible.",registro_inicial
126,"La verdad el clima está bastante complicado porque llueve muy duro en unos momentos y luego pega un calor fuerte entonces eso estresa mucho las plantas.",evento_cultivo
127,"Hoy estuvimos haciendo poda sanitaria quitando ramas secas y partes enfermas porque ya había bastante daño en algunas plantas.",evento_cultivo
128,"Bueno, mi nombres es Charre Javier Eliberto, soy del caserío Margarita del Centro Poblado la Divisoria. El cultivo que yo emprendo es el café que me dedico de muchos años y el área que tengo en estos momentos es de 2 hectáreas donde lo he sembrado de planta a planta a 1 metro con calle de 2 metros y medio y la edad de la planta ya está entrando para 2 años. Mi parcela está con otros cultivos más, como es el plátano de 6x4. También tengo guavas a 10x15 y así también como yuca, o sea que cultivos de pan llevar. Y otras labores que en estos momentos me estoy dedicando es en la cosecha y la post cosecha para sacar buenos granos para el mercado. Y otro es que estoy haciendo el abonamiento para el refuerzo de las plantas que están quedando para que entren ya a la etapa de floración, ahí estoy haciendo ya unos abonamientos para este año y también viendo también otras enfermedades, como siempre, el ojo de gallo y la roya es común ahora en este tiempo en tema de café. Bueno, eso es todo. Muchas gracias.",registro_inicial
129,"Entonces organizando las actividades del día estuvimos haciendo deshierbe manual porque no usamos herbicidas químicos para no dañar el suelo.",evento_cultivo
130,"Hoy casi no se avanzó mucho porque la lluvia fue constante todo el día y no dejó trabajar bien.",evento_cultivo
131,"En estos momentos estamos en proceso de postcosecha del café ya hicimos el despulpado y ahora está en fermentación más o menos unas dieciocho horas antes del lavado.",evento_cultivo
132,"Mi nombre es Aura María Mosquera, soy productora de cacao en Perú, manejo una finca de 7 hectáreas con variedades trinitario y nacional bajo sistema agroforestal.",registro_inicial
133,"Entonces eh estamos aplicando abono orgánico tipo bocashi porque el suelo estaba bastante pobre y necesitamos recuperar nutrientes.",evento_cultivo
134,"Se observó presencia de moniliasis en varias plantas entonces toca hacer cosecha sanitaria para evitar propagación.",evento_cultivo
135,"Mi nombre es Jorge Iván Atehortúa, soy productor de cacao en Colombia, tengo aproximadamente 9 hectáreas con sistema agroforestal y manejo técnico enfocado en producción limpia.",registro_inicial
136,"Hoy se hizo aplicación foliar con biofertilizante preparado en la finca con estiércol melaza y ceniza.",evento_cultivo
137,"Bueno estamos viendo que el suelo está muy ácido entonces toca aplicar cal para corregir y mejorar condiciones.",evento_cultivo
138,"Mi nombre es Carlos Mario Marín, soy productor de café en Honduras, manejo unas 4 hectáreas con variedad bourbon bajo sombra natural.",registro_inicial
139,"Entonces estamos haciendo recolección selectiva solo grano maduro porque si se mezcla baja la calidad en taza.",evento_cultivo
140,"Hoy se avanzó en el secado del café moviendo el grano varias veces porque si no se daña.",evento_cultivo
141,"Bueno en la finca estamos aplicando fertilización con compost y algo de guano para reforzar las plantas después de cosecha.",evento_cultivo
142,"Muy buenos días, mi nombre es Susana Aviles Gutierrez. Vengo cultivando el café con una extensión de 1 hectárea y el distanciamiento de 2x1. La sombra temporal es la guava y la actividad que vengo realizando es la fertilización con guano de isla, así mejorar las hojas y aportar nitrógeno a las plantas.",registro_inicial
143,"Ayer revisamos el lote y encontramos presencia de roya en varias plantas entonces hay que hacer control.",evento_cultivo
144,"Estamos preparando terreno para nueva siembra limpiando y organizando surcos para sembrar bien.",evento_cultivo
145,"Mi nombre es Gabriel Ángel Castrillón, soy productor de café en Colombia, tengo unas 5 hectáreas con variedades geisha y catimor bajo sombra de frutales.",registro_inicial
146,"Hoy se hizo el despulpado del café y quedó en fermentación para seguir el proceso mañana temprano.",evento_cultivo
147,"Entonces estamos aplicando abono compuesto con nitrógeno fósforo y potasio alrededor de la planta para reforzar.",evento_cultivo
148,"Mi nombre es Juan Carlos Orozco, soy productor de cacao en Bolivia, manejo unas 7 hectáreas bajo sistema agroforestal con sombra de inga y cedro.",registro_inicial
149,"La broca sigue afectando bastante entonces estamos recogiendo granos caídos para evitar propagación.",evento_cultivo
150,"Hoy se hizo limpieza del lote con machete y guadaña porque la maleza estaba muy alta.",evento_cultivo
151,"Mi nombre es Fausto Gualberto Cueva, soy productor de café en Panamá, manejo unas 6 hectáreas con variedad arábica bajo sombra de cedro.",registro_inicial
152,"Entonces estamos viendo que las plantas están débiles entonces toca reforzar con fertilización.",evento_cultivo
153,"Hoy se hizo lavado del café con agua limpia después de la fermentación en tanque.",evento_cultivo
154,"Mi nombre es Nelson de Jesús Cano, soy productor de cacao en Honduras, manejo unas 5 hectáreas con variedades comerciales bajo sombra.",registro_inicial
155,"Se está haciendo regulación de sombra porque el lote estaba muy cerrado y generó enfermedades.",evento_cultivo
156,"Hoy el trabajo fue revisión general del cultivo y planificación de actividades para la semana.",evento_cultivo
157,"Mi nombre es John L. Arquini Etopa, soy del Cacerío 3 de octubre del Centro Poblado la Divisoria, distrito de Boquerón, provincia de Padre Abad, región Ocayali, Perú. Soy un productor cafetalero, cuento con 2 hectáreas de café en cosecha. Las variedades son caturra y catimor. Como sombra permanente he sembrado guava y algunos árboles forestales como es el pino. La idea de hoy es la cosecha selectiva, que consiste en cosechar frutos puros maduros para no tener pérdidas al momento del desculpado y así tener pergaminos de buena calidad, buen peso y buen rendimiento en calidad de taza y así poder vender nuestro café a mayor precio.",registro_inicial
158,"Entonces estamos organizando la jornada para hacer poda de renovación en cafetales viejos.",evento_cultivo
159,"Hoy se aplicó tratamiento orgánico para controlar plagas sin usar químicos.",evento_cultivo
160,"Mi nombre es Hernando de Jesús Mazo, soy productor de café en Colombia, manejo unas 7 hectáreas con variedades tradicionales bajo sistema agroforestal con sombra de frutales y árboles forestales buscando sostenibilidad.",registro_inicial
161,"Bueno eh en estos días también hemos estado viendo problemas de sequía porque no ha llovido lo suficiente entonces las plantas se están afectando bastante y toca buscar alternativas.",evento_cultivo
162,"Mi nombre es Rodrigo Alberto Agudelo, soy productor de cacao en Panamá, manejo unas 10 hectáreas con variedades aroma cacao y forastero bajo sombra de frutales.",registro_inicial
163,"Entonces estamos haciendo zanjas de infiltración para captar agua porque está escasa.",evento_cultivo
164,"Hoy se hizo aplicación de fertilizante orgánico alrededor de la planta para reforzar crecimiento.",evento_cultivo
165,"Mi nombre es Pedro Pilco Hilari, soy productor de café de la comunidad Vidal Carmen y también estoy asociado a una organización productora de café que es la Montaña Verde. Estoy en lote número 17 con una superficie de 10 hectáreas y 2.5 hectáreas en producción. Esto en sistema de producción orgánica certificada ya a una altitud de 1650 metros sobre el nivel del mar. Mi parcela está asociado con árboles forestales y otros dentro de mi parcela. Y también agradecer a la institución INEAF con el proyecto Colfasi por el apoyo, trabajos y investigaciones que se han realizado en mi parcela, tanto asistencia técnica en manejo de fertilizantes y abonados y podas dentro de mi parcela, donde nosotros ya pondremos en práctica en la parcela para tener una mejor rendimiento.",registro_inicial
166,"En cuanto a afectaciones de plagas y enfermedades, podemos notar claramente que tenemos en cuanto a enfermedad, hay mucha afectación en lo que es el ojo de gallo y la roya. Y en cuanto a las plagas, tenemos la afectación y la presencia de la broca, el minador y la hilacha. Y también en los últimos años ya sentimos también lo que es el cambio climático, la sequía y otros factores que enargúyen, digamos, en lo que es el clima. Entonces, como productores tenemos que ya ver qué formas tomar dentro de nuestra conciencia.",evento_cultivo
167,"Hoy se avanzó en cosecha recogiendo lo más maduro para asegurar calidad.",evento_cultivo
168,"Mi nombre es Dixon Giovanny Castro, soy productor de café en Bolivia, manejo unas 3 hectáreas con variedades arábica bajo sombra de banano.",registro_inicial
169,"Entonces estamos organizando el trabajo para la próxima semana con poda y fertilización.",evento_cultivo
170,"Hoy el día fue más de planificación que de trabajo en campo.",evento_cultivo
171,"Mi nombre es Sonia Elizabeth Alvarado, soy productora de café en Panamá, manejo unas 8 hectáreas con variedades geisha y marsellesa bajo sombra.",registro_inicial
172,"Bueno eh estamos viendo que el cultivo necesita más manejo porque hay zonas muy débiles.",evento_cultivo
173,"Hoy se hizo limpieza general quitando maleza en todo el lote.",evento_cultivo
174,"Mi nombre es profesor Morán Reyes. Soy de la comunidad de Tres Hermanas, distrito de Capira, provincia de Panamá Oeste. Mi cultivo, café robusta. Un hectárea en plantación. Ocho años de producción. Sombra de plátano y frutales. Agradezco al proyecto por todo el apoyo recibido. Insumos, abono, plástico para secar y otros muy necesarios. Gracias por todo su apoyo.",registro_inicial
175,"Entonces estamos reforzando con abono orgánico para mejorar el desarrollo.",evento_cultivo
176,"Hoy se hizo revisión de plagas y enfermedades en todo el cultivo.",evento_cultivo
177,"Mi nombre es Leovigildo Potes, soy productor de café en Perú, manejo unas 5 hectáreas con variedades typica y arábica bajo sombra.",registro_inicial
178,"Bueno eh seguimos trabajando en cosecha porque todavía queda bastante por recoger.",evento_cultivo
179,"Hoy se hizo avance en secado del grano moviéndolo varias veces para evitar humedad.",evento_cultivo
180,"Mi nombre Eleno la Barca, ubicación La Onda Corregimiento, la Trinidad Distrito de Capira. Cultivo de café robusta, área sembrada en hectárea, una sola parcela, 800 plantas por hectárea, 6 años de plantación. Sombra, guavos, leguminosa de forestales y otros. Cultivo cítrico y frutales. Agradezco al proyecto por FASIPOR el apoyo brindado con insumos y existencia técnica. Para mi finca.",registro_inicial
181,"Entonces estamos viendo que toca mejorar manejo del suelo porque está muy degradado.",evento_cultivo
182,"Hoy se hizo fertilización orgánica en varias plantas del lote.",evento_cultivo
183,"Mi nombre es Gladys Marleni Choque, soy productora de café en Honduras, manejo unas 4 hectáreas con variedades bourbon y marsellesa.",registro_inicial
184,"Bueno eh estamos haciendo control de broca recogiendo granos del suelo.",evento_cultivo
185,"Hoy se hizo limpieza manual del lote con machete y guadaña.",evento_cultivo
186,"Mi nombre es Jorge Jesús Holguín, soy productor de café en Honduras, manejo unas 11 hectáreas con variedades colombia bajo sombra.",registro_inicial
187,"Entonces estamos organizando actividades para mejorar el rendimiento del cultivo.",evento_cultivo
188,"Hoy se hizo revisión general del cultivo sin novedades graves.",evento_cultivo
189,"Mi nombre es Luis Fernando Murillo, soy productor de cacao en Bolivia, manejo unas 15 hectáreas con variedades aroma cacao y CCN 51 bajo sombra.",registro_inicial
190,"Bueno eh estamos viendo que el clima está afectando bastante la producción.",evento_cultivo
